"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"723","Emil Andrae","PHI","D","42","641.5","1","3","3","0","4","15.38","47","2.13","2.3","107","68","29","6","3","8","10","5","5","0","0","2","42","13","40","81","44","0","0","-"
"791","Logan Mailloux","MTL","D","7","106.03333333333","2","2","1","1","4","57.14","10","20.00","0.83","21","13","8","3","0","4","4","2","2","0","0","0","4","0","9","13","8","0","0","-"
"810","Ethan Del Mastro","CHI","D","24","425.76666666667","2","2","1","1","4","30.77","18","11.11","0.81","48","24","14","1","2","5","6","3","3","0","0","2","25","6","40","46","20","0","0","-"
"814","Zack Ostapchuk","OTT, S.J","C","56","498.18333333333","1","3","1","2","4","50.00","25","4.00","3.3","51","43","31","15","0","3","45","14","10","3","1","13","18","8","109","55","20","131","140","48.34"
"844","Jonathan Lekkerimaki","VAN","R","24","246.38333333333","3","1","1","0","4","50.00","26","11.54","2.66","49","36","25","10","1","7","2","1","1","0","0","2","8","3","15","19","6","0","1","0.00"
"849","Fraser Minten","BOS, TOR","C","21","242.23333333333","3","1","1","0","4","66.67","20","15.00","2.35","44","34","27","11","4","2","2","1","1","0","0","0","8","1","47","19","10","71","83","46.10"
"855","Liam Ohgren","MIN","L","24","237.88333333333","2","2","1","1","4","57.14","30","6.67","2.57","60","46","27","13","2","4","0","0","0","0","0","1","8","5","25","16","12","0","0","-"
"890","Oliver Moore","CHI","C","9","110.85","0","4","2","2","4","80.00","9","0.00","0.35","14","11","2","1","0","0","4","2","2","0","0","1","11","1","6","16","2","10","14","41.67"
"900","Nikolas Matinpalo","OTT","D","41","513.1","1","3","2","1","4","25.00","42","2.38","1.76","93","62","16","5","4","13","20","10","10","0","0","3","31","7","25","105","29","0","0","-"
"14","Erik Johnson","COL, PHI","D","36","456.18333333333","1","2","0","2","3","20.00","35","2.86","1.15","76","51","17","2","1","13","15","6","5","1","0","2","25","13","55","40","23","0","0","-"
"76","Nicolas Deslauriers","PHI","L","31","235.13333333333","2","1","0","1","3","37.50","24","8.33","2.75","53","41","27","12","1","5","15","3","0","3","0","3","9","1","85","9","9","1","2","33.33"
"101","Austin Watson","DET","L","13","99.066666666667","3","0","0","0","3","60.00","13","23.08","1.04","23","18","8","4","1","0","17","3","1","1","1","1","5","1","36","15","2","2","1","66.67"
"215","Kyle Burroughs","L.A","D","33","242.88333333333","0","3","3","0","3","25.00","6","0.00","0.13","27","13","6","0","0","4","39","15","12","3","0","4","19","2","41","46","14","0","0","-"
"296","Andreas Englund","L.A, NSH","D","35","440.45","1","2","1","1","3","25.00","17","5.88","0.49","43","26","10","0","4","1","48","11","4","6","1","7","23","6","73","42","37","0","0","-"
"325","Dryden Hunt","CGY","L","5","57.533333333333","0","3","2","1","3","100.00","5","0.00","0.39","8","6","5","1","0","0","0","0","0","0","0","2","4","2","10","3","3","2","0","100.00"
"370","Mitchell Stephens","SEA","C","28","215.58333333333","1","2","2","0","3","75.00","19","5.26","2.01","35","28","18","9","2","4","6","3","3","0","0","2","8","0","24","8","4","77","58","57.04"
"453","Lucas Carlsson","S.J","D","13","212.6","1","2","2","0","3","30.00","12","8.33","0.76","32","20","12","2","2","2","14","6","6","0","0","0","6","5","4","15","9","0","0","-"
"459","Vincent Desharnais","PIT, S.J, VAN","D","51","720","0","3","0","3","3","16.67","28","0.00","0.93","92","58","18","1","5","2","45","18","15","3","0","11","37","3","78","61","62","0","0","-"
"471","Zack MacEwen","OTT","R","21","161.78333333333","2","1","0","1","3","60.00","25","8.00","1.83","46","34","20","6","4","6","21","6","3","3","0","6","7","3","49","17","7","6","8","42.86"
"569","Akil Thomas","L.A","C","25","243.33333333333","1","2","1","1","3","60.00","20","5.00","2.64","36","27","17","10","0","4","5","1","0","1","0","3","5","1","42","31","12","17","22","43.59"
"683","Andre Lee","L.A","L","19","171.95","1","2","2","0","3","100.00","18","5.56","2.57","31","24","19","11","2","3","11","4","3","1","0","5","8","4","36","32","10","0","0","-"
"747","Rory Kerins","CGY","C","5","54.733333333333","0","3","1","2","3","75.00","2","0.00","0.66","9","6","3","1","1","1","0","0","0","0","0","1","5","0","4","2","2","2","3","40.00"
"758","Adam Wilsby","NSH","D","23","372","1","2","0","2","3","21.43","30","3.33","1.14","71","40","19","6","4","7","6","3","3","0","0","3","21","9","18","42","16","0","0","-"
"762","Matthew Kessel","STL","D","29","365.21666666667","0","3","2","1","3","21.43","17","0.00","0.86","55","30","23","5","3","4","10","5","5","0","0","4","30","6","20","33","23","0","0","-"
"768","Walker Duehr","CGY, S.J","R","24","204.53333333333","2","1","1","0","3","75.00","14","14.29","1.73","32","23","15","9","0","1","0","0","0","0","0","0","12","0","48","17","14","1","8","11.11"
"817","Tyson Kozak","BUF","C","21","209.43333333333","2","1","1","0","3","60.00","10","20.00","2.79","34","26","22","14","1","6","2","1","1","0","0","3","10","2","26","17","23","62","72","46.27"
"822","Marc McLaughlin","BOS, N.J","C","14","127.3","2","1","1","0","3","75.00","13","15.38","1.53","23","19","14","8","4","5","0","0","0","0","0","3","6","2","28","7","6","14","18","43.75"
"835","David Jiricek","CBJ, MIN","D","12","138.16666666667","1","2","1","1","3","60.00","8","12.50","0.22","23","14","5","1","3","2","4","2","2","0","0","3","15","3","12","18","7","0","0","-"
"843","Maveric Lamoureux","UTA","D","15","228.5","1","2","1","1","3","33.33","17","5.88","0.81","40","28","12","2","2","5","40","13","10","2","1","4","14","1","18","24","9","0","0","-"
"854","Jani Nyman","SEA","R","12","137.66666666667","1","2","1","1","3","75.00","15","6.67","1.85","36","30","27","7","2","4","4","2","2","0","0","2","4","2","13","9","7","1","0","100.00"
"857","Owen Pickering","PIT","D","25","332.53333333333","1","2","0","2","3","33.33","15","6.67","0.49","50","27","12","2","0","6","6","3","3","0","0","2","10","5","11","27","14","0","0","-"
"862","Jimmy Snuggerud","STL","R","7","90.816666666667","0","3","3","0","3","75.00","7","0.00","1.01","19","13","8","6","0","1","0","0","0","0","0","1","7","4","3","12","4","0","0","-"
"874","Elias Pettersson","VAN","D","28","348.95","1","2","1","1","3","60.00","18","5.56","1.32","67","43","15","1","1","5","17","6","5","1","0","11","24","1","38","44","16","0","0","-"
"911","Juha Jaaska","CAR","L","18","156.61666666667","0","3","1","2","3","60.00","11","0.00","2.12","28","22","15","8","2","3","9","3","2","1","0","2","8","1","20","30","3","15","14","51.72"
"9","Marc-Edouard Vlasic","S.J","D","27","370.85","1","1","1","0","2","22.22","19","5.26","0.63","51","31","13","1","1","4","2","1","1","0","0","1","26","4","4","35","38","0","0","-"
"11","Ryan Reaves","TOR","R","35","271.13333333333","0","2","1","1","2","66.67","14","0.00","1.41","31","25","14","7","3","2","18","6","4","2","0","5","10","4","103","10","8","0","1","0.00"
"27","Robert Bortuzzo","UTA","D","17","160.6","0","2","1","1","2","66.67","8","0.00","0.57","18","13","8","1","1","2","20","7","5","2","0","5","15","0","20","23","18","0","0","-"
"48","Matt Martin","NYI","L","32","270.41666666667","0","2","2","0","2","40.00","17","0.00","2.18","39","34","18","10","0","4","10","2","0","2","0","3","15","3","81","10","19","8","7","53.33"
"109","Dylan McIlrath","WSH","D","17","192.6","0","2","1","1","2","28.57","10","0.00","0.55","36","21","8","1","1","3","28","8","4","4","0","5","17","3","39","20","14","0","0","-"
"119","Michael Sgarbossa","WSH","C","3","27.933333333333","1","1","1","0","2","66.67","1","100.00","0.1","4","1","3","1","1","0","2","1","1","0","0","3","0","0","1","2","1","9","10","47.37"
"133","Mike Reilly","NYI","D","18","237.78333333333","0","2","2","0","2","33.33","25","0.00","1.1","52","43","10","1","1","6","2","1","1","0","0","2","15","1","3","18","14","0","0","-"
"139","Matt Nieto","PIT","L","32","322.15","1","1","1","0","2","40.00","29","3.45","2.5","44","38","26","15","2","2","4","2","2","0","0","1","18","1","38","32","14","2","1","66.67"
"207","Ben Hutton","VGK","D","11","143.4","0","2","1","1","2","50.00","11","0.00","0.4","28","20","4","0","0","1","0","0","0","0","0","0","4","0","10","25","19","0","0","-"
"210","Liam O'Brien","UTA","C","28","259.9","0","2","1","1","2","22.22","34","0.00","4.81","73","53","46","20","1","7","50","12","5","6","1","8","8","2","100","22","11","0","4","0.00"
"223","John Hayden","SEA","C","20","166.3","1","1","1","0","2","40.00","20","5.00","3.05","38","30","20","13","1","6","31","6","3","1","2","5","5","3","44","9","19","30","26","53.57"
"297","Nicolas Aube-Kubel","BUF, NYR","R","22","205.66666666667","1","1","1","0","2","50.00","18","5.56","2.51","42","32","24","11","3","3","19","8","7","1","0","5","12","9","40","21","3","5","3","62.50"
"422","Kieffer Bellows","NSH","L","19","190.4","2","0","0","0","2","100.00","27","7.41","2.61","53","40","27","14","2","4","6","3","3","0","0","3","10","3","35","20","6","2","1","66.67"
"426","Max Jones","BOS, EDM","L","26","241.25","1","1","1","0","2","66.67","17","5.88","2","44","30","24","11","2","2","18","9","9","0","0","2","8","1","71","14","7","0","0","-"
"434","Keaton Middleton","COL","D","41","439.08333333333","0","2","1","1","2","16.67","44","0.00","1.7","110","70","19","1","2","4","28","11","9","2","0","5","23","6","69","31","35","0","0","-"
"508","Pierre-Olivier Joseph","PIT, STL","D","47","649.1","0","2","1","1","2","13.33","40","0.00","1.61","120","60","27","4","2","13","43","15","13","1","1","6","51","18","34","54","27","0","0","-"
"605","Cole Reinhardt","OTT","L","17","139.43333333333","1","1","1","0","2","50.00","13","7.69","1.24","22","17","17","8","0","0","15","6","5","1","0","2","7","1","37","13","2","1","0","100.00"
"611","John Ludvig","COL","D","8","101.11666666667","0","2","0","2","2","100.00","9","0.00","0.24","13","10","3","1","0","0","6","3","3","0","0","1","5","1","16","8","6","0","0","-"
"619","Noah Philp","EDM","C","15","133.35","0","2","1","1","2","40.00","16","0.00","1.95","34","26","17","10","1","5","2","1","1","0","0","0","8","1","15","10","6","37","58","38.95"
"765","Alex Steeves","TOR","C","7","66.65","1","1","0","1","2","66.67","7","14.29","0.67","12","11","6","3","0","1","0","0","0","0","0","1","0","0","19","11","1","0","0","-"
"797","Brennan Othmann","NYR","L","22","214.5","0","2","1","1","2","16.67","20","0.00","2.74","48","36","30","10","2","4","2","1","1","0","0","4","6","1","43","16","7","0","3","0.00"
"798","Joshua Roy","MTL","R","12","129.98333333333","2","0","0","0","2","66.67","14","14.29","2.25","30","26","17","9","1","3","2","1","1","0","0","1","5","3","6","13","8","0","0","-"
"800","Ville Koivunen","PIT","R","8","118.25","0","2","2","0","2","100.00","13","0.00","1.49","23","19","16","6","0","4","4","2","2","0","0","2","6","3","1","11","5","0","0","-"
"802","Fabian Lysell","BOS","R","12","146.73333333333","0","2","2","0","2","40.00","20","0.00","1.57","35","29","16","5","1","1","6","3","3","0","0","2","3","2","5","21","2","0","0","-"
"806","Justin Robidas","CAR","C","2","21.733333333333","1","1","1","0","2","100.00","3","33.33","0.48","7","4","3","1","0","1","0","0","0","0","0","0","1","0","2","2","0","8","9","47.06"
"807","Nikita Chibrikov","WPG","R","4","42.333333333333","2","0","0","0","2","100.00","5","40.00","0.9","9","8","8","4","0","0","0","0","0","0","0","2","3","1","8","6","4","0","0","-"
"839","Kevin Korchinski","CHI","D","16","253.85","1","1","0","1","2","16.67","14","7.14","0.5","32","21","10","2","1","0","8","4","4","0","0","2","13","4","2","25","12","0","0","-"
"845","Cam Lund","S.J","C","11","113.35","1","1","1","0","2","50.00","11","9.09","1.02","18","14","9","5","0","3","4","2","2","0","0","1","2","1","7","8","2","0","1","0.00"
"848","Rutger McGroarty","PIT","R","8","106.96666666667","0","2","2","0","2","66.67","8","0.00","1.04","17","16","10","4","1","1","0","0","0","0","0","1","4","1","12","9","4","0","1","0.00"
"851","Ivan Miroshnichenko","WSH","L","18","150.43333333333","0","2","1","1","2","50.00","13","0.00","2.26","30","24","17","6","2","1","0","0","0","0","0","1","10","3","28","11","8","0","0","-"
"853","Simon Nemec","N.J","D","27","365.38333333333","2","0","0","0","2","25.00","23","8.70","0.92","53","35","15","1","3","1","12","6","6","0","0","3","24","5","2","21","23","0","0","-"
"859","Sam Rinzel","CHI","D","9","165.76666666667","0","2","0","2","2","33.33","16","0.00","1.01","37","28","9","2","1","2","0","0","0","0","0","1","12","1","11","11","4","0","0","-"
"905","Artyom Levshunov","CHI","D","18","325.01666666667","0","2","1","1","2","22.22","16","0.00","0.63","51","28","9","1","1","3","6","3","3","0","0","0","23","4","17","35","17","0","0","-"
"915","Ivan Demidov","MTL","R","2","20.65","1","1","1","0","2","100.00","4","25.00","0.45","8","7","5","2","1","0","0","0","0","0","0","0","1","0","2","1","0","0","1","0.00"
"51","Tyler Johnson","BOS","C","9","105.25","0","1","0","1","1","25.00","6","0.00","0.3","15","10","5","2","2","1","10","5","5","0","0","3","2","0","5","9","2","7","3","70.00"
"68","Tyson Barrie","CGY","D","13","177.36666666667","1","0","0","0","1","25.00","17","5.88","0.49","34","22","8","0","0","5","4","2","2","0","0","1","11","1","10","12","10","0","0","-"
"103","Chris Wagner","COL","R","28","182.6","1","0","0","0","1","100.00","29","3.45","3.07","48","41","22","13","4","8","14","4","2","2","0","6","4","1","55","18","12","31","45","40.79"
"116","Kevin Gravel","NSH","D","6","99.066666666667","0","1","1","0","1","25.00","6","0.00","0.25","19","11","3","1","1","0","0","0","0","0","0","0","7","0","6","15","7","0","0","-"
"128","T.J. Tynan","COL","C","9","61.9","0","1","0","1","1","100.00","3","0.00","0.2","8","6","2","0","1","0","4","2","2","0","0","0","4","0","5","5","3","6","14","30.00"
"134","Joseph LaBate","CBJ","C","6","54.633333333333","0","1","0","1","1","33.33","3","0.00","0.39","5","4","3","1","0","1","10","2","0","2","0","4","1","0","14","3","11","0","2","0.00"
"200","Andreas Athanasiou","CHI","C","8","78.633333333333","1","0","0","0","1","25.00","8","12.50","0.78","15","12","9","4","0","0","0","0","0","0","0","0","2","2","6","1","6","25","28","47.17"
"214","Chad Ruhwedel","NYR","D","5","58.433333333333","0","1","1","0","1","33.33","1","0.00","0.05","7","4","1","0","0","0","0","0","0","0","0","0","4","1","6","6","4","0","0","-"
"221","Joshua Brown","EDM","D","10","109.6","0","1","0","1","1","50.00","9","0.00","0.28","18","12","5","0","0","0","11","4","3","1","0","2","3","0","19","14","12","0","0","-"
"270","Patrick Brown","BOS","C","15","144.03333333333","0","1","1","0","1","100.00","11","0.00","0.98","19","15","11","5","3","1","6","3","3","0","0","1","10","2","45","15","9","17","22","43.59"
"307","William Lagesson","DET","D","7","96.016666666667","0","1","0","1","1","33.33","5","0.00","0.15","10","7","0","0","1","0","4","2","2","0","0","1","7","0","6","10","7","0","0","-"
"314","Clark Bishop","CGY","C","6","39.666666666667","1","0","0","0","1","100.00","4","25.00","0.27","4","4","2","2","0","0","0","0","0","0","0","0","2","0","8","4","1","5","8","38.46"
"322","Bokondji Imama","PIT","L","16","89.633333333333","1","0","0","0","1","25.00","10","10.00","0.44","13","12","6","0","1","1","30","8","5","2","1","2","3","0","45","7","7","0","0","-"
"365","Jeremy Lauzon","NSH","D","28","411.95","0","1","0","1","1","12.50","23","0.00","1.05","66","37","16","2","2","6","35","13","10","3","0","6","17","4","121","33","25","0","0","-"
"401","Andrew Poturalski","S.J","C","3","39.516666666667","0","1","0","1","1","100.00","4","0.00","0.2","5","4","3","2","2","1","2","1","1","0","0","0","1","0","0","4","4","21","21","50.00"
"405","Joey Anderson","CHI","R","18","190.53333333333","0","1","1","0","1","33.33","15","0.00","1.42","27","18","14","7","1","3","0","0","0","0","0","1","4","7","12","19","11","0","0","-"
"451","Drake Caggiula","EDM","L","7","50.216666666667","0","1","1","0","1","50.00","6","0.00","0.34","9","7","7","2","1","1","5","1","0","1","0","2","3","0","8","6","3","1","0","100.00"
"455","Joona Koppanen","PIT","L","11","126.35","1","0","0","0","1","25.00","9","11.11","0.61","13","11","5","2","0","1","0","0","0","0","0","0","11","0","37","9","2","12","16","42.86"
"458","Tanner Laczynski","VGK","C","8","66.7","1","0","0","0","1","100.00","2","50.00","0.88","6","4","4","3","0","0","6","3","3","0","0","1","0","0","3","11","3","16","20","44.44"
"473","Dominik Shine","DET","R","9","77.2","0","1","0","1","1","33.33","5","0.00","0.47","8","6","3","2","0","0","15","2","0","1","1","3","4","3","16","10","3","0","0","-"
"477","Kailer Yamamoto","UTA","R","12","133.2","1","0","0","0","1","50.00","10","10.00","2.25","22","19","21","11","2","3","2","1","1","0","0","2","8","1","9","18","4","2","0","100.00"
"482","Cale Fleury","SEA","D","14","162.23333333333","0","1","0","1","1","16.67","14","0.00","0.58","30","22","6","2","1","2","0","0","0","0","0","1","10","4","27","16","25","0","0","-"
"485","Jaret Anderson-Dolan","WPG","C","7","68.8","0","1","1","0","1","33.33","8","0.00","0.66","12","11","5","2","0","1","4","2","2","0","0","0","2","1","22","9","6","1","1","50.00"
"512","Ian Mitchell","BOS","D","15","215.36666666667","0","1","0","1","1","12.50","8","0.00","0.25","21","15","2","0","0","2","2","1","1","0","0","2","13","5","5","25","23","0","0","-"
"526","Emil Bemstrom","PIT","C","14","112.5","0","1","1","0","1","100.00","12","0.00","0.92","24","17","12","4","2","2","0","0","0","0","0","1","4","0","12","11","3","2","1","66.67"
"534","Skyler Brind'Amour","CAR","C","2","26.1","1","0","0","0","1","100.00","1","100.00","0.6","5","3","4","3","0","1","2","1","1","0","0","0","4","0","1","3","0","15","7","68.18"
"535","Grant Hutton","NYI","D","13","157.68333333333","0","1","0","1","1","25.00","9","0.00","0.51","18","13","5","0","3","0","4","2","2","0","0","0","7","2","13","6","12","0","0","-"
"557","Patrick Giles","FLA, S.J","R","17","149.31666666667","1","0","0","0","1","50.00","15","6.67","1.2","21","20","15","5","0","2","0","0","0","0","0","0","8","1","20","11","7","31","61","33.70"
"558","Michael Callahan","BOS","D","17","221.95","1","0","0","0","1","11.11","9","11.11","0.24","28","15","6","0","0","3","7","2","1","1","0","1","10","1","8","16","10","0","0","-"
"580","Ty Smith","CAR","D","8","87.616666666667","0","1","1","0","1","25.00","10","0.00","0.42","20","14","7","1","1","4","2","1","1","0","0","0","3","1","2","5","5","0","0","-"
"595","Jack St. Ivany","PIT","D","19","263.43333333333","0","1","0","1","1","14.29","12","0.00","0.38","35","22","8","1","3","2","17","7","6","1","0","5","16","7","35","11","19","0","0","-"
"601","Angus Crookshank","OTT","L","8","77.883333333333","0","1","1","0","1","33.33","9","0.00","1.06","21","12","10","6","3","0","0","0","0","0","0","1","6","0","11","12","4","1","2","33.33"
"621","Nolan Foote","N.J","L","7","67.916666666667","0","1","0","1","1","33.33","5","0.00","0.45","15","12","5","3","0","0","0","0","0","0","0","0","2","1","11","9","1","1","1","50.00"
"641","John Farinacci","BOS","C","1","10.05","1","0","0","0","1","100.00","1","100.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","4","2","66.67"
"649","Ville Heinola","WPG","D","18","247.48333333333","0","1","0","1","1","11.11","12","0.00","0.49","38","26","7","1","0","3","4","2","2","0","0","3","15","7","8","28","15","0","0","-"
"655","Sam Poulin","PIT","R","7","68.7","0","1","0","1","1","50.00","3","0.00","0.45","11","9","3","2","0","1","2","1","1","0","0","1","7","2","10","8","0","0","0","-"
"674","Valtteri Puustinen","PIT","R","13","113.91666666667","0","1","1","0","1","50.00","5","0.00","0.69","10","6","6","4","0","1","2","1","1","0","0","1","4","3","10","5","5","0","0","-"
"678","Mat?j  Blümel","DAL","R","7","58.4","1","0","0","0","1","100.00","10","10.00","1.16","15","12","9","5","2","0","0","0","0","0","0","1","2","1","6","5","1","0","0","-"
"701","Justin Sourdif","FLA","R","1","9.45","1","0","0","0","1","100.00","2","50.00","0.18","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","-"
"709","Danil Gushchin","S.J","L","12","127","0","1","1","0","1","33.33","13","0.00","1.7","34","24","18","11","5","1","6","3","3","0","0","2","0","0","6","6","6","1","0","100.00"
"711","Ozzy Wiesblatt","NSH","C","5","52.466666666667","0","1","1","0","1","50.00","4","0.00","0.39","10","6","7","2","1","1","0","0","0","0","0","1","1","0","13","9","3","0","0","-"
"738","Helge Grans","PHI","D","6","81.716666666667","0","1","0","1","1","33.33","4","0.00","0.34","12","7","5","2","1","1","0","0","0","0","0","0","8","2","3","10","5","0","0","-"
"743","Ian Moore","ANA","D","3","40.916666666667","0","1","0","1","1","100.00","4","0.00","0.16","9","8","0","0","0","0","0","0","0","0","0","0","1","0","1","8","1","0","0","-"
"744","Isaak Phillips","CHI","D","3","34.6","1","0","0","0","1","50.00","2","50.00","0.04","4","2","0","0","0","0","0","0","0","0","0","0","2","0","3","2","4","0","0","-"
"746","Ethan Cardwell","S.J","R","6","62.133333333333","1","0","0","0","1","50.00","5","20.00","0.59","11","8","5","2","1","2","2","1","1","0","0","1","5","1","8","1","3","1","1","50.00"
"750","Callahan Burke","VGK","C","7","75.183333333333","1","0","0","0","1","25.00","12","8.33","1.33","17","15","10","4","0","0","2","1","1","0","0","0","3","0","0","8","3","1","0","100.00"
"752","Jeff Malott","L.A","L","12","119.48333333333","0","1","0","1","1","50.00","13","0.00","0.99","27","20","14","7","3","2","7","2","1","1","0","4","4","2","19","18","7","0","0","-"
"755","Ilya Solovyov","CGY","D","5","64.866666666667","0","1","1","0","1","100.00","6","0.00","0.06","18","9","3","0","1","2","2","1","1","0","0","1","5","3","10","11","8","0","0","-"
"766","Mike Hardman","N.J","L","2","17.916666666667","0","1","0","1","1","100.00","2","0.00","0.18","4","3","2","2","0","0","0","0","0","0","0","0","0","0","4","1","3","0","0","-"
"767","Matt Kiersted","FLA","D","2","23.033333333333","0","1","0","1","1","100.00","0","-","0.01","2","1","0","0","0","0","2","1","1","0","0","1","1","0","3","2","1","0","0","-"
"772","Dylan Duke","T.B","L","2","15.716666666667","1","0","0","0","1","100.00","1","100.00","0.09","1","1","1","1","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","-"
"799","Ryan Winterton","SEA","C","12","128","0","1","1","0","1","33.33","15","0.00","1.22","24","17","9","2","0","0","2","1","1","0","0","3","4","1","20","9","6","1","1","50.00"
"803","Isak Rosen","BUF","R","8","74.4","0","1","1","0","1","50.00","8","0.00","0.39","15","10","8","2","1","1","0","0","0","0","0","0","5","1","3","9","2","0","0","-"
"805","Oliver Kapanen","MTL","C","18","167.15","0","1","0","1","1","25.00","16","0.00","1.21","30","20","18","8","1","2","2","1","1","0","0","4","8","1","1","13","8","18","24","42.86"
"815","Ville Ottavainen","SEA","D","1","14.083333333333","0","1","0","1","1","100.00","1","0.00","0.01","4","2","1","0","0","1","0","0","0","0","0","0","0","0","3","2","1","0","0","-"
"821","Arshdeep Bains","VAN","L","13","126.11666666667","1","0","0","0","1","33.33","8","12.50","1.33","15","11","7","4","1","1","0","0","0","0","0","0","4","1","17","7","7","3","1","75.00"
"823","Declan Carlile","T.B","D","3","38.65","1","0","0","0","1","50.00","3","33.33","0.12","8","6","2","0","0","0","0","0","0","0","0","0","3","0","1","4","2","0","0","-"
"825","Owen Beck","MTL","C","12","119.71666666667","0","1","0","1","1","50.00","9","0.00","1.06","17","14","8","4","2","0","0","0","0","0","0","2","11","1","23","26","8","21","18","53.85"
"842","Brad Lambert","WPG","C","5","49.616666666667","0","1","0","1","1","100.00","1","0.00","0.14","8","3","4","2","0","0","2","1","1","0","0","0","1","0","5","4","4","4","8","33.33"
"860","Matt Savoie","EDM","C","4","48.7","0","1","1","0","1","50.00","6","0.00","1.25","15","10","14","5","0","1","0","0","0","0","0","0","1","1","3","2","1","4","2","66.67"
"866","Lucas Condotta","MTL","L","7","55.6","1","0","0","0","1","50.00","5","20.00","0.51","9","7","7","2","0","0","0","0","0","0","0","0","2","0","10","3","3","17","12","58.62"
"869","Georgii Merkulov","BOS","C","6","71.616666666667","0","1","1","0","1","33.33","6","0.00","0.65","10","10","5","2","1","1","2","1","1","0","0","1","2","1","2","7","7","0","0","-"
"870","Wyatt Aamodt","COL","D","2","32.333333333333","1","0","0","0","1","100.00","3","33.33","0.1","6","4","3","0","0","0","0","0","0","0","0","0","3","1","6","2","9","0","0","-"
"879","Parker Ford","WPG","C","3","22.8","1","0","0","0","1","50.00","2","50.00","0.44","4","4","2","2","0","1","2","1","1","0","0","0","1","2","5","3","1","0","0","-"
"884","Luca Cagnoni","S.J","D","6","84.966666666667","0","1","0","1","1","100.00","5","0.00","0.38","18","10","6","2","0","1","8","3","3","0","0","2","5","1","1","7","8","0","0","-"
"891","Bradly Nadeau","CAR","L","2","20.066666666667","0","1","1","0","1","50.00","5","0.00","0.34","5","5","4","2","0","1","0","0","0","0","0","0","0","0","2","1","1","0","0","-"
"893","Calum Ritchie","COL","C","7","75.3","1","0","0","0","1","100.00","8","12.50","1.2","16","14","9","6","0","2","0","0","0","0","0","0","4","1","5","7","2","2","4","33.33"
"896","Matthew Wood","NSH","R","6","63.666666666667","0","1","1","0","1","50.00","6","0.00","0.67","13","11","6","1","0","1","2","1","1","0","0","0","5","2","2","5","2","1","2","33.33"
"903","Zayne Parekh","CGY","D","1","18.15","1","0","0","0","1","33.33","2","50.00","0.12","3","2","1","0","0","0","2","1","1","0","0","1","1","0","1","2","1","0","0","-"
"907","Sam Morton","CGY","C","1","10.833333333333","1","0","0","0","1","100.00","1","100.00","0.21","3","3","2","1","0","0","0","0","0","0","0","0","0","0","4","0","1","4","2","66.67"
"908","Justin Hryckowian","DAL","C","5","39.216666666667","0","1","1","0","1","100.00","3","0.00","0.25","4","4","2","1","0","2","0","0","0","0","0","1","2","0","8","8","0","3","2","60.00"
"912","Arttu Hyry","DAL","R","5","45.183333333333","0","1","1","0","1","100.00","5","0.00","0.24","8","5","2","1","0","1","0","0","0","0","0","1","1","1","4","3","3","11","5","68.75"
"95","Alex Petrovic","DAL","D","5","69.1","0","0","0","0","0","0.00","5","0.00","0.42","15","10","3","1","0","1","4","2","2","0","0","0","5","1","10","6","6","0","0","-"
"113","Jani Hakanpää","TOR","D","2","26.066666666667","0","0","0","0","0","0.00","2","0.00","0.03","5","2","1","0","1","0","0","0","0","0","0","0","6","0","1","2","4","0","0","-"
"123","Travis Boyd","MIN","C","3","21.933333333333","0","0","0","0","0","-","0","-","0.07","3","1","1","1","0","1","0","0","0","0","0","0","2","0","1","2","3","0","0","-"
"168","Brendan Gaunce","MIN","C","12","110.5","0","0","0","0","0","-","9","0.00","1","23","19","7","1","0","2","4","2","2","0","0","0","7","2","18","8","7","36","38","48.65"
"198","Dominic Toninato","WPG","C","5","39.033333333333","0","0","0","0","0","-","1","0.00","0.06","3","3","1","0","0","0","0","0","0","0","0","0","2","0","7","3","3","3","2","60.00"
"204","Matthew Benning","S.J","D","7","82.633333333333","0","0","0","0","0","0.00","7","0.00","0.42","15","9","3","1","0","3","4","2","2","0","0","1","4","1","8","9","9","0","0","-"
"209","Jaycob Megna","FLA","D","8","112.06666666667","0","0","0","0","0","0.00","5","0.00","0.15","14","8","5","0","0","0","2","1","1","0","0","2","6","1","3","14","7","0","0","-"
"211","Kurtis MacDermid","N.J","L","23","130.71666666667","0","0","0","0","0","0.00","7","0.00","0.81","15","12","10","6","2","2","23","7","4","3","0","4","9","1","39","8","8","0","0","-"
"212","Scott Sabourin","S.J","R","1","10.45","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","-"
"240","Robert Hagg","VGK","D","2","22.283333333333","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","11","2","2","0","0","-"
